Source,Target,SourceIndex,TargetIndex,ABIDE_I_Hedges_g,ABIDE_II_Hedges_g,ABIDE_I_AbsHedges_g,ABIDE_II_AbsHedges_g,MeanAbsHedges_g,ABIDE_I_QValue,ABIDE_II_QValue,ABIDE_I_Rank,ABIDE_II_Rank,SameDirection,Replicated,ReplicationClass,ReplicatedRank
ROI_001,ROI_029,0,28,0.03168329386735718,0.06672196737079929,0.03168329386735718,0.06672196737079929,0.04920263061907823,0.8199288677177587,0.49965900650319045,6268,4740,True,False,not_replicated,
ROI_001,ROI_030,0,29,-0.013525484900529298,-0.030138736606741608,0.013525484900529298,0.030138736606741608,0.021832110753635454,0.9282144337370853,0.7786548128465973,7267,6555,True,False,not_replicated,
ROI_001,ROI_031,0,30,-0.13061062713231697,-0.12648567123484994,0.13061062713231697,0.12648567123484994,0.12854814918358345,0.21722359996964455,0.16555020985730964,1985,2353,True,False,not_replicated,
ROI_001,ROI_032,0,31,-0.17536186720081218,-0.1106171873715308,0.17536186720081218,0.1106171873715308,0.14298952728617148,0.08255261102653133,0.235611806795173,965,2876,True,False,not_replicated,
ROI_001,ROI_033,0,32,-0.03929755853672964,-0.2164597732016264,0.03929755853672964,0.2164597732016264,0.127878665869178,0.7716176652328413,0.014217223419630647,5863,437,True,False,not_replicated,
ROI_001,ROI_034,0,33,-0.14354113272340266,-0.1451780575481955,0.14354113272340266,0.1451780575481955,0.14435959513579907,0.17457218560288118,0.10670519042628496,1607,1758,True,False,not_replicated,
ROI_001,ROI_035,0,34,-0.07544118191229611,-0.2621939964070205,0.07544118191229611,0.2621939964070205,0.1688175891596583,0.529990805492155,0.002397918857508441,4043,160,True,False,not_replicated,
ROI_001,ROI_036,0,35,-0.1873663607944913,-0.3231227544773367,0.1873663607944913,0.3231227544773367,0.25524455763591397,0.057750048562517683,0.00010014584229044901,819,45,True,False,not_replicated,
ROI_001,ROI_037,0,36,-0.11449746047968919,-0.16617170088766836,0.11449746047968919,0.16617170088766836,0.14033458068367877,0.3020164147102752,0.061430251663328175,2460,1221,True,False,not_replicated,
ROI_001,ROI_038,0,37,-0.14713914514489584,-0.10877709158179616,0.14713914514489584,0.10877709158179616,0.127958118363346,0.16016698986022648,0.24049076858362922,1512,2947,True,False,not_replicated,
ROI_001,ROI_039,0,38,-0.13294888468160282,-0.10328641875989604,0.13294888468160282,0.10328641875989604,0.11811765172074942,0.21240131765747744,0.2697057848101098,1920,3170,True,False,not_replicated,
ROI_001,ROI_040,0,39,-0.18086236780979537,-0.07061569864137715,0.18086236780979537,0.07061569864137715,0.12573903322558627,0.07066912061350741,0.4703655567697184,903,4568,True,False,not_replicated,
ROI_001,ROI_041,0,40,-0.09590686294634548,-0.15330906299122782,0.09590686294634548,0.15330906299122782,0.12460796296878665,0.4000990187767309,0.0872427108321582,3153,1532,True,False,not_replicated,
ROI_001,ROI_042,0,41,-0.04875231492686372,-0.13917768955889329,0.04875231492686372,0.13917768955889329,0.0939650022428785,0.7086451390107726,0.12277273417358142,5349,1936,True,False,not_replicated,
ROI_001,ROI_043,0,42,-0.004651275462765837,-0.14280400325619189,0.004651275462765837,0.14280400325619189,0.07372763935947886,0.9768346152916371,0.1119973647417271,7752,1835,True,False,not_replicated,
ROI_001,ROI_044,0,43,-0.05646698124791659,-0.05283690686710522,0.05646698124791659,0.05283690686710522,0.05465194405751091,0.6566135294252723,0.6060715404504554,4953,5392,True,False,not_replicated,
ROI_001,ROI_045,0,44,-0.05163025646022852,-0.13261745761147625,0.05163025646022852,0.13261745761147625,0.09212385703585238,0.6912809494712381,0.14401633659251056,5188,2137,True,False,not_replicated,
ROI_001,ROI_046,0,45,-0.16757856500538937,-0.08648604935096338,0.16757856500538937,0.08648604935096338,0.12703230717817637,0.10077899697562585,0.3653970143723289,1101,3867,True,False,not_replicated,
